fractal_dimension_simulation_data_with_different_initial_condition (including mass ratio and shoving capacity)(2)
initial_condition,           mass_ratio_of_matrix_tomotile,           shoving_capacity,           number_of_cells_and_spore,ratio_of_cell_to_spore,           fractal_dimension,inner_motile_radius_when_frozen,           outer_biofilm_radius_when_frozen,motile_radius_growth,biofilm_radius_growth,inner_motile_radius_when_frozen/outer_biofilm_radius_when_frozen
3E+00,1E+00,3E+00,1.29E+02,7.91666666666667E-01,9.83220076066671E-01,4.44243322329048E+00,7.63221522047392E+00,1.82895277400563E-01,1.22425335122805E+00,5.82063410813332E-01
3E+00,1E+00,3E+00,1.29E+02,7.91666666666667E-01,1.06212061134391E+00,4.51351666838205E+00,7.44217173921562E+00,2.53978722492135E-01,1.03420986996975E+00,6.06478434863122E-01
3E+00,1E+00,3E+00,1.29E+02,7.91666666666667E-01,9.92380868172233E-01,4.40646151205377E+00,7.44217173921562E+00,1.46923566163859E-01,1.03420986996975E+00,5.92093499916759E-01
3E+00,1E+00,3E+00,1.29E+02,7.91666666666667E-01,1.0084780485705E+00,4.37019372236832E+00,7.1141599576635E+00,1.10655776478402E-01,7.06198088417631E-01,6.14295116833952E-01
3E+00,1E+00,4E+00,1.29E+02,7.91666666666667E-01,1.00524864366934E+00,4.65242649168128E+00,1.28531253370294E+01,3.92888545791363E-01,6.44516346778354E+00,3.61968499465091E-01
3E+00,1E+00,4E+00,1.29E+02,7.91666666666667E-01,9.91119648651161E-01,4.75394593143939E+00,9.06222658265716E+00,4.94407985549477E-01,2.65426471341129E+00,5.24589171113560E-01
3E+00,1E+00,4E+00,1.29E+02,7.91666666666667E-01,1.12668088712449E+00,4.91849075936593E+00,9.83698151873187E+00,6.5895281347602E-01,3.429019649486E+00,4.99999999999999E-01
3E+00,1E+00,4E+00,1.29E+02,7.91666666666667E-01,1.01136744388429E+00,4.51351666838205E+00,8.81292302410755E+00,2.53978722492135E-01,2.40496115486168E+00,5.12147519731584E-01
3E+00,1E+00,4E+00,1.29E+02,7.91666666666667E-01,1.03646071387495E+00,4.98278748516688E+00,1.13400702827739E+01,7.23249539276964E-01,4.93210841352802E+00,4.39396525851870E-01
3E+00,1E+00,5E+00,1.29E+02,7.91666666666667E-01,1.0906296557452E+00,5.26241010355424E+00,1.18748170335134E+01,1.00287215766433E+00,5.4668551642675E+00,4.43157152544122E-01
3E+00,1E+00,5E+00,1.29E+02,7.91666666666667E-01,1.09484904329383E+00,5.32255388609241E+00,1.15210773167547E+01,1.06301594020249E+00,5.11311544750888E+00,4.61984043658140E-01
3E+00,1E+00,5E+00,1.29E+02,7.91666666666667E-01,1.12654995964128E+00,5.47002095985713E+00,1.11132459632328E+01,1.21048301396722E+00,4.70528409398696E+00,4.92207315302317E-01
3E+00,1E+00,5E+00,1.29E+02,7.91666666666667E-01,1.27307242356729E+00,5.32255388609241E+00,1.18748170335134E+01,1.06301594020249E+00,5.4668551642675E+00,4.48221970163495E-01
3E+00,1E+00,5E+00,1.29E+02,7.91666666666667E-01,1.26678655614152E+00,5.38202560777306E+00,1.08377279907654E+01,1.12248766188314E+00,4.42976612151948E+00,4.96600912327655E-01
3E+00,1E+00,6E+00,1.29E+02,7.91666666666667E-01,1.10857278989964E+00,6.50655168752575E+00,1.82033126522984E+01,2.24701374163583E+00,1.17953507830525E+01,3.57437781342739E-01
3E+00,1E+00,6E+00,1.29E+02,7.91666666666667E-01,1.15468320953963E+00,6.48204481442857E+00,1.74351926087876E+01,2.22250686853866E+00,1.10272307395417E+01,3.71779363719878E-01
3E+00,1E+00,6E+00,1.29E+02,7.91666666666667E-01,1.38564698539712E+00,6.2316776324215E+00,1.58777022852037E+01,1.97213968653159E+00,9.46974041595781E+00,3.92479813545109E-01
3E+00,1E+00,6E+00,1.29E+02,7.91666666666667E-01,1.09596209244026E+00,5.86323014283504E+00,1.52226672151039E+01,1.60369219694512E+00,8.81470534585805E+00,3.85164443259822E-01
3E+00,1E+00,6E+00,1.29E+02,7.91666666666667E-01,1.23636514630464E+00,6.10264341769233E+00,1.3134837582232E+01,1.84310547180241E+00,6.72687571298615E+00,4.64615065050185E-01
3E+00,1E+00,8E+00,1.29E+02,7.91666666666667E-01,1.2993630764291E+00,7.81764019044672E+00,2.26661014799775E+01,3.5581022445568E+00,1.62581396107316E+01,3.44904490847382E-01
3E+00,1E+00,8E+00,1.29E+02,7.91666666666667E-01,1.22604309661955E+00,7.5272278921735E+00,2.14094893938333E+01,3.26768994628359E+00,1.50015275245874E+01,3.51583718495482E-01
3E+00,1E+00,8E+00,1.29E+02,7.91666666666667E-01,1.26626046357013E+00,8.50037317790934E+00,2.48307520936842E+01,4.24083523201942E+00,1.84227902244383E+01,3.42332489400168E-01
3E+00,1E+00,8E+00,1.29E+02,7.91666666666667E-01,1.20562314301439E+00,8.19532708223289E+00,2.4560073988453E+01,3.93578913634297E+00,1.81521121192071E+01,3.33684950871319E-01
3E+00,1E+00,8E+00,1.29E+02,7.91666666666667E-01,1.15580795878666E+00,8.13685789025644E+00,2.27711836449798E+01,3.87731994436652E+00,1.63632217757339E+01,3.57331354272852E-01
3E+00,1E+00,1E+01,1.29E+02,7.91666666666667E-01,1.44498283683895E+00,9.93358267278101E+00,2.7069343508757E+01,5.67404472689109E+00,2.06613816395112E+01,3.66967993500377E-01
3E+00,1E+00,1E+01,1.29E+02,7.91666666666667E-01,1.29651088523304E+00,9.3219418002997E+00,2.72276279709057E+01,5.06240385440979E+00,2.08196661016599E+01,3.42370690912214E-01
3E+00,1E+00,1E+01,1.29E+02,7.91666666666667E-01,1.19207498404298E+00,9.25339718068125E+00,2.90434364080259E+01,4.99385923479133E+00,2.263547453878E+01,3.18605451871534E-01
3E+00,1E+00,1E+01,1.29E+02,7.91666666666667E-01,1.27510389431516E+00,1.02023199705802E+01,3.41695868064298E+01,5.94278202469028E+00,2.7761624937184E+01,2.98578968144280E-01
3E+00,1E+00,1E+01,1.29E+02,7.91666666666667E-01,1.27460795487934E+00,9.72306722164286E+00,3.16348902663157E+01,5.46352927575295E+00,2.52269283970699E+01,3.07352645758845E-01
3E+00,1E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.31079934612371E+00,1.14239683707263E+01,3.85965058954841E+01,7.16443042483635E+00,3.21885440262383E+01,2.95984522579878E-01
3E+00,1E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.26728304037987E+00,1.17128801302333E+01,3.91776756735036E+01,7.45334218434337E+00,3.27697138042578E+01,2.98968224349125E-01
3E+00,1E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.28217483780195E+00,1.15348832861379E+01,3.48110002255277E+01,7.27534534024803E+00,2.84030383562819E+01,3.31357421832398E-01
3E+00,1E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.35586944869805E+00,1.16173745632104E+01,3.46230419138492E+01,7.35783661732045E+00,2.82150800446033E+01,3.35538818111861E-01
3E+00,1E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.33533106018126E+00,1.19815591084337E+01,3.72108586960781E+01,7.72202116254374E+00,3.08028968268322E+01,3.21990932977220E-01
3E+00,1E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.40820676990072E+00,1.60967154212779E+01,5.62183142749661E+01,1.1837177475388E+01,4.98103524057202E+01,2.86325117159298E-01
3E+00,1E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.26155031337154E+00,1.48200479576422E+01,6.12399141003433E+01,1.05605100117523E+01,5.48319522310974E+01,2.41999816220499E-01
3E+00,1E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.33133795982856E+00,1.38886929200475E+01,4.31300704249144E+01,9.62915497415757E+00,3.67221085556685E+01,3.22018786039927E-01
3E+00,1E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.34954365529039E+00,1.37736230587866E+01,4.87036474182541E+01,9.51408511289673E+00,4.22956855490082E+01,2.82804754652200E-01
3E+00,1E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.3214136494614E+00,1.55536334500875E+01,5.31507313202852E+01,1.12940955041976E+01,4.67427694510393E+01,2.92632538889477E-01
3E+00,2E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,4E+00,1.29E+02,7.91666666666667E-01,9.68225843300243E-01,4.33362242065961E+00,6.8636625175777E+00,7.40844747696947E-02,4.55700648331829E-01,6.31386291147225E-01
3E+00,2E+00,4E+00,1.29E+02,7.91666666666667E-01,9.48488859321407E-01,4.29673985699156E+00,7.04672563994593E+00,3.72019111016462E-02,6.38763770700059E-01,6.09749843620211E-01
3E+00,2E+00,4E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,4E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,2E+00,4E+00,1.29E+02,7.91666666666667E-01,9.9313177558441E-01,4.37019372236832E+00,6.81712867583072E+00,1.10655776478402E-01,4.09166806584847E-01,6.41060764756032E-01
3E+00,2E+00,5E+00,1.29E+02,7.91666666666667E-01,9.48488859321407E-01,4.29673985699156E+00,6.69938011698952E+00,3.72019111016462E-02,2.9141824774365E-01,6.41363795151002E-01
3E+00,2E+00,5E+00,1.29E+02,7.91666666666667E-01,9.29944615229002E-01,4.33362242065961E+00,7.1141599576635E+00,7.40844747696947E-02,7.06198088417631E-01,6.09154481547938E-01
3E+00,2E+00,5E+00,1.29E+02,7.91666666666667E-01,9.29944615229002E-01,4.33362242065961E+00,6.90988298942671E+00,7.40844747696947E-02,5.01921120180842E-01,6.27162924074226E-01
3E+00,2E+00,5E+00,1.29E+02,7.91666666666667E-01,9.69047308884232E-01,4.40646151205377E+00,7.81764019044672E+00,1.46923566163859E-01,1.40967832120085E+00,5.63656219102861E-01
3E+00,2E+00,5E+00,1.29E+02,7.91666666666667E-01,9.48488859321407E-01,4.33362242065961E+00,7.00140860629515E+00,7.40844747696947E-02,5.9344673704928E-01,6.18964363365843E-01
3E+00,2E+00,6E+00,1.29E+02,7.91666666666667E-01,1.05666576073531E+00,4.51351666838205E+00,8.27264320090713E+00,2.53978722492135E-01,1.86468133166126E+00,5.45595471576379E-01
3E+00,2E+00,6E+00,1.29E+02,7.91666666666667E-01,9.67587769768811E-01,4.37019372236832E+00,6.84043516664088E+00,1.10655776478402E-01,4.32473297395011E-01,6.38876564999940E-01
3E+00,2E+00,6E+00,1.29E+02,7.91666666666667E-01,9.48488859321407E-01,4.33362242065961E+00,7.56939756606048E+00,7.40844747696947E-02,1.16143569681461E+00,5.72518801243922E-01
3E+00,2E+00,6E+00,1.29E+02,7.91666666666667E-01,9.75426133315188E-01,4.47811599108138E+00,7.73577782789505E+00,2.1857804519147E-01,1.32781595864918E+00,5.78883738740969E-01
3E+00,2E+00,6E+00,1.29E+02,7.91666666666667E-01,9.66723506462979E-01,4.40646151205377E+00,7.3777361390489E+00,1.46923566163859E-01,9.69774269803034E-01,5.97264720370147E-01
3E+00,2E+00,8E+00,1.29E+02,7.91666666666667E-01,1.27707930459172E+00,5.38202560777306E+00,1.29763604215984E+01,1.12248766188314E+00,6.56839855235253E+00,4.14756174529107E-01
3E+00,2E+00,8E+00,1.29E+02,7.91666666666667E-01,1.25733052349726E+00,5.23207895695449E+00,1.3074112164147E+01,9.72541011064576E-01,6.6661502949011E+00,4.00186176412221E-01
3E+00,2E+00,8E+00,1.29E+02,7.91666666666667E-01,1.16445458359391E+00,5.04626504404032E+00,1.04031418957202E+01,7.86727098150406E-01,3.99518002647433E+00,4.85071250072666E-01
3E+00,2E+00,8E+00,1.29E+02,7.91666666666667E-01,1.23249131921486E+00,5.17088294582641E+00,1.15762024033521E+01,9.11344999936496E-01,5.16824053410627E+00,4.46682147189227E-01
3E+00,2E+00,8E+00,1.29E+02,7.91666666666667E-01,1.16558820191079E+00,5.75362739175159E+00,1.28034991851701E+01,1.49408944586168E+00,6.39553731592426E+00,4.49379291437441E-01
3E+00,2E+00,1E+01,1.29E+02,7.91666666666667E-01,1.15265136078267E+00,6.33301236846713E+00,1.27786138376697E+01,2.07347442257721E+00,6.37065196842387E+00,4.95594627783354E-01
3E+00,2E+00,1E+01,1.29E+02,7.91666666666667E-01,1.10903474555877E+00,6.28254931431422E+00,1.38197659788534E+01,2.0230113684243E+00,7.41180410960755E+00,4.54606056566196E-01
3E+00,2E+00,1E+01,1.29E+02,7.91666666666667E-01,1.17224720423873E+00,6.43275098258069E+00,1.70661520518882E+01,2.17321303669077E+00,1.06581901826424E+01,3.76930368546023E-01
3E+00,2E+00,1E+01,1.29E+02,7.91666666666667E-01,1.14466056441959E+00,6.67558117812455E+00,1.76619276541411E+01,2.41604323223463E+00,1.12539657848953E+01,3.77964473009228E-01
3E+00,2E+00,1E+01,1.29E+02,7.91666666666667E-01,1.10791281669799E+00,6.40796186924587E+00,1.64874692661111E+01,2.14842392335595E+00,1.00795073968652E+01,3.88656486075580E-01
3E+00,2E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.23104250944009E+00,8.0582390620714E+00,2.0928315827818E+01,3.79870111618148E+00,1.45203539585721E+01,3.8504001604182E-01
3E+00,2E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.16061917571605E+00,7.06927521962861E+00,1.92073204296438E+01,2.8097372737387E+00,1.2799358560398E+01,3.68051089974954E-01
3E+00,2E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.34153793576728E+00,8.03846421247924E+00,1.91575389538926E+01,3.77892626658933E+00,1.27495770846467E+01,4.19597957327703E-01
3E+00,2E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.22464920455184E+00,7.26907429501923E+00,1.83946570778955E+01,3.00953634912931E+00,1.19866952086496E+01,3.95173134472528E-01
3E+00,2E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.2073468148353E+00,7.46352665180231E+00,1.58576420089872E+01,3.20398870591239E+00,9.4496801397413E+00,4.70658036520966E-01
3E+00,2E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.20277313156346E+00,9.35602579627389E+00,3.2153856849917E+01,5.09648785038397E+00,2.57458949806711E+01,2.90976782037208E-01
3E+00,2E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.29316269920951E+00,8.27264320090713E+00,2.22622661197858E+01,4.01310525501722E+00,1.58543042505399E+01,3.71599331190940E-01
3E+00,2E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.22060693214345E+00,8.9917023466462E+00,2.45795069921436E+01,4.73216440075629E+00,1.81715451228977E+01,3.65821102494864E-01
3E+00,2E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.26800723227386E+00,8.23407588968838E+00,2.13871762148748E+01,3.97453794379846E+00,1.4979214345629E+01,3.85000610036662E-01
3E+00,2E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.23221395379754E+00,9.5413116209756E+00,3.13823324157502E+01,5.28177367508569E+00,2.49743705465044E+01,3.04034496052531E-01
3E+00,3E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,3E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,4E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,4E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,4E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,4E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,4E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,5E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,5E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,5E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,5E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,5E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,6E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,6E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,6E+00,1.29E+02,7.91666666666667E-01,9.28457933633429E-01,4.29673985699156E+00,6.81712867583072E+00,3.72019111016462E-02,4.09166806584847E-01,6.30285866867251E-01
3E+00,3E+00,6E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,6E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,3E+00,8E+00,1.29E+02,7.91666666666667E-01,9.94710563998174E-01,4.44243322329048E+00,8.33015937350939E+00,1.82895277400563E-01,1.92219750426352E+00,5.33295105663619E-01
3E+00,3E+00,8E+00,1.29E+02,7.91666666666667E-01,9.66460502644646E-01,4.40646151205377E+00,7.13649646461108E+00,1.46923566163859E-01,7.28534595365216E-01,6.17454451761423E-01
3E+00,3E+00,8E+00,1.29E+02,7.91666666666667E-01,9.48488859321407E-01,4.29673985699156E+00,6.45744493511765E+00,3.72019111016462E-02,4.94830658717804E-02,6.65393185720333E-01
3E+00,3E+00,8E+00,1.29E+02,7.91666666666667E-01,9.48987544964663E-01,4.40646151205377E+00,7.99876785029682E+00,1.46923566163859E-01,1.59080598105095E+00,5.50892536766179E-01
3E+00,3E+00,8E+00,1.29E+02,7.91666666666667E-01,9.06509706038043E-01,4.51351666838205E+00,9.18434101276213E+00,2.53978722492135E-01,2.77637914351626E+00,4.91436093467161E-01
3E+00,3E+00,1E+01,1.29E+02,7.91666666666667E-01,9.85400499051125E-01,4.98278748516688E+00,8.95623198216277E+00,7.23249539276964E-01,2.5482701129169E+00,5.56348640264187E-01
3E+00,3E+00,1E+01,1.29E+02,7.91666666666667E-01,1.07164824642429E+00,4.61809077155419E+00,9.11476166961975E+00,3.58552825664275E-01,2.70679980037388E+00,5.06660617023774E-01
3E+00,3E+00,1E+01,1.29E+02,7.91666666666667E-01,1.15636992949332E+00,4.78730736481719E+00,9.40692023773423E+00,5.27769418927277E-01,2.99895836848836E+00,5.08913357807982E-01
3E+00,3E+00,1E+01,1.29E+02,7.91666666666667E-01,1.01946135482239E+00,4.98278748516688E+00,1.07047446969166E+01,7.23249539276964E-01,4.29678282767076E+00,4.65474668125633E-01
3E+00,3E+00,1E+01,1.29E+02,7.91666666666667E-01,1.02578602353664E+00,4.8860251190292E+00,8.46284375321634E+00,6.26487173139284E-01,2.05488188397048E+00,5.77350269189626E-01
3E+00,3E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.08176129382305E+00,5.26241010355424E+00,1.11132459632328E+01,1.00287215766433E+00,4.70528409398696E+00,4.73525927615070E-01
3E+00,3E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.1303158652307E+00,5.47002095985713E+00,1.30984361147834E+01,1.21048301396722E+00,6.69047424553757E+00,4.17608706254898E-01
3E+00,3E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.04651512278123E+00,5.17088294582641E+00,1.19149573745763E+01,9.11344999936496E-01,5.50699550533045E+00,4.33982496392295E-01
3E+00,3E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.09617885838647E+00,5.89031218137317E+00,1.30619332028039E+01,1.63077423548326E+00,6.65397133355807E+00,4.50952557321970E-01
3E+00,3E+00,1.2E+01,1.29E+02,7.91666666666667E-01,1.07849021452976E+00,5.29256742840123E+00,1.13400702827739E+01,1.03302948251131E+00,4.93210841352802E+00,4.66713811857135E-01
3E+00,3E+00,1.5E+01,1.29E+02,7.91666666666667E-01,1.17630281135328E+00,6.65169709018284E+00,1.87799721483191E+01,2.39215914429293E+00,1.23720102790732E+01,3.54190998668664E-01
