fractal_dimension_simulation_data_with_different_initial_condition (including mass ratio and shoving capacity)(2)
initial_condition,           mass_ratio_of_matrix_tomotile,           shoving_capacity,           number_of_cells_and_spore,ratio_of_cell_to_spore,           fractal_dimension,inner_motile_radius_when_frozen,           outer_biofilm_radius_when_frozen,motile_radius_growth,biofilm_radius_growth,inner_motile_radius_when_frozen/outer_biofilm_radius_when_frozen
2E+00,4E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.01490109093641E+00,6.0765077797465E+00,9.06222658265716E+00,2.62485364465945E-02,1.23782566379408E-01,6.70531433342819E-01
2E+00,4E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,4E+00,1.2E+01,2.51E+02,8.45588235294118E-01,9.75317084264499E-01,6.12866760150094E+00,9.94959168022281E+00,7.84083582010373E-02,1.01114766394506E+00,6.15971770347434E-01
2E+00,4E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.01344885389121E+00,6.0765077797465E+00,9.07977205229304E+00,2.62485364465945E-02,1.41328036015294E-01,6.69235719217413E-01
2E+00,4E+00,1.5E+01,2.51E+02,8.45588235294118E-01,1.07327790276151E+00,6.48204481442857E+00,1.41160188704554E+01,4.3178557112867E-01,5.17757485417765E+00,4.59197800308654E-01
2E+00,4E+00,1.5E+01,2.51E+02,8.45588235294118E-01,1.22058150861069E+00,6.33301236846713E+00,1.03878318919929E+01,2.82753125167224E-01,1.44938787571516E+00,6.09656801757517E-01
2E+00,4E+00,1.5E+01,2.51E+02,8.45588235294118E-01,1.05255937081819E+00,6.55529058355247E+00,1.11988434740563E+01,5.0503134025257E-01,2.26039945777856E+00,5.85354246511144E-01
2E+00,4E+00,1.5E+01,2.51E+02,8.45588235294118E-01,1.12576217924506E+00,6.50655168752575E+00,1.22183197134548E+01,4.56292444225844E-01,3.27987569717704E+00,5.32524261937649E-01
2E+00,4E+00,1.5E+01,2.51E+02,8.45588235294118E-01,1.05506422939226E+00,6.35809370372452E+00,1.03263648914596E+01,3.07834460424618E-01,1.38792087518187E+00,6.15714607275109E-01
2E+00,5E+00,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,5E+00,1.5E+01,2.51E+02,8.45588235294118E-01,9.61087061632955E-01,6.0765077797465E+00,9.55797768017628E+00,2.62485364465945E-02,6.19533663898531E-01,6.3575245549584E-01
2E+00,5E+00,1.5E+01,2.51E+02,8.45588235294118E-01,9.82338428039678E-01,6.10264341769233E+00,9.65737006911564E+00,5.23841743924249E-02,7.18926052837896E-01,6.31915663790149E-01
2E+00,5E+00,1.5E+01,2.51E+02,8.45588235294118E-01,9.61087061632956E-01,6.0765077797465E+00,9.72306722164286E+00,2.62485364465945E-02,7.84623205365113E-01,6.24957911040728E-01
2E+00,5E+00,1.5E+01,2.51E+02,8.45588235294118E-01,9.84907057905198E-01,6.0765077797465E+00,9.69027432141207E+00,2.62485364465945E-02,7.51830305134327E-01,6.27072833874225E-01
2E+00,5E+00,1.5E+01,2.51E+02,8.45588235294118E-01,9.52124089621435E-01,6.12866760150094E+00,9.55797768017628E+00,7.84083582010373E-02,6.19533663898531E-01,6.41209658211705E-01
2E+00,1E+01,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,2E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,3E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,4E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,5E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,6E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,8E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.2E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.5E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.5E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.5E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.5E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
2E+00,1E+01,1.5E+01,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
3E+00,1E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,1E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,2E+00,1.29E+02,7.91666666666667E-01,9.49975540916981E-01,4.33362242065961E+00,7.26907429501923E+00,7.40844747696947E-02,8.61112425773357E-01,5.96172531023518E-01
3E+00,1E+00,2E+00,1.29E+02,7.91666666666667E-01,9.17367952213964E-01,4.25953794588991E+00,6.40796186924587E+00,0E+00,0E+00,6.64725857114253E-01
3E+00,1E+00,2E+00,1.29E+02,7.91666666666667E-01,9.28457933633429E-01,4.29673985699156E+00,6.74672614860586E+00,3.72019111016462E-02,3.38764279359992E-01,6.36862940980558E-01
3E+00,1E+00,3E+00,1.29E+02,7.91666666666667E-01,1.00649542917126E+00,4.51351666838205E+00,7.39927702033192E+00,2.53978722492135E-01,9.9131515108605E-01,6.09994281330419E-01
